review_text,sentiment
"Dil khush ho gaya, music aur lighting balanced thi, portion size bhi theek tha. dil se thank you team.",positive
Paisa zaya hogaya! hygiene questionable thi. sorry but sach hai.,negative
"Seriously pathetic. taste flat tha, masala missing, order late aya aur thanda tha, order late aya aur thanda tha. Lahore mein aur options dekh lo.",negative
"Assalamualaikum, Itna ganda kabhi nahi dekha. order late aya aur thanda tha, wait time bohot zyada tha, billing mein extra charges add kiye. bekar hi bekar.",negative
"Hi bhai, Neutral hi bolunga, parking thori mushkil thi, noise level manageable tha. bas chal jata hai.",neutral
"Hi bhai, Standard expectation ke around tha! location convenient thi, service kabhi fast kabhi slow, parking thori mushkil thi. 3.5/5 type feel.",neutral
"Assalamualaikum, Full paisa vasool. ambience on point thi, staff bohot cooperative tha, portion size bhi theek tha. maza aa gaya sach mein.",positive
"Full paisa vasool. service fast thi, music aur lighting balanced thi, food fresh aur tasty tha. next weekend phir plan banega.",positive
"Dekh lo agar pasand ho to! service kabhi fast kabhi slow, taste expected jaisa hi tha, menu variety theek thi. neither wow nor uff.",neutral
"Lahore se likh raha hoon — Yaar honestly. portion size bhi theek tha, packaging neat thi, portion size bhi theek tha. Lahore mein best lagta hai. That's my honest take.",positive
Neutral hi bolunga. noise level manageable tha. expectation medium rakho. That's my honest take.,neutral
Dekh lo agar pasand ho to. taste expected jaisa hi tha. try kar sakte ho agar nearby ho.,neutral
"Time waste pura. packaging leak hogayi thi, noise level unbearable tha, portion chota tha price ke hisaab se. sorry but sach hai.",negative
"Assalamualaikum, Paisa zaya hogaya. taste flat tha, masala missing, wait time bohot zyada tha, packaging leak hogayi thi. 1/10 bas.",negative
"So basically Itna acha bura dono nahi, portion size normal tha, menu variety theek thi. try kar sakte ho agar nearby ho.",neutral
"Bhai disappointment hi disappointment, noise level unbearable tha, hygiene questionable thi. 1/10 bas.",negative
"Hi bhai, Full paisa vasool! ambience on point thi. dobara zaroor aaunga.",positive
"Lahore se likh raha hoon — Seriously impressed, music aur lighting balanced thi, food fresh aur tasty tha. friends ko recommend karunga. That's my honest take.",positive
"Hi bhai, Staff rude tha bilkul. noise level unbearable tha, order late aya aur thanda tha, wait time bohot zyada tha. sorry but sach hai.",negative
"Okay okay type tha! ambience simple thi, price thora high lag raha tha, service kabhi fast kabhi slow. 3.5/5 type feel.",neutral
"Assalamualaikum, Expectations bilkul crush hogayeen. ambience dull aur congested thi, wait time bohot zyada tha, portion chota tha price ke hisaab se. dobara kabhi nahi.",negative
"Mixed feelings hain! portion size normal tha, service kabhi fast kabhi slow, menu variety theek thi. bas chal jata hai. Thanks for reading yaar.",neutral
"Itna ganda kabhi nahi dekha, hygiene questionable thi, staff argue karne lag gaye. bekar hi bekar.",negative
"Assalamualaikum, Expectations bilkul crush hogayeen. billing mein extra charges add kiye, billing mein extra charges add kiye, noise level unbearable tha. 1/10 bas.",negative
"Average sa experience tha, price thora high lag raha tha, location convenient thi. neither wow nor uff.",neutral
"Quick review: Zabardast vibe. packaging neat thi, service fast thi, hygiene top notch thi. value for money hai bilkul.",positive
"Neutral hi bolunga! taste expected jaisa hi tha, portion size normal tha, price thora high lag raha tha. neither wow nor uff.",neutral
"Bhai disappointment hi disappointment, portion chota tha price ke hisaab se, packaging leak hogayi thi. sorry but sach hai.",negative
"Assalamualaikum, Bhai disappointment hi disappointment, hygiene questionable thi, portion chota tha price ke hisaab se. bekar hi bekar.",negative
Lahore mein itna acha! food fresh aur tasty tha. Lahore mein best lagta hai.,positive
"Full paisa vasool. family ke sath perfect tha, ambience on point thi, music aur lighting balanced thi. full 10/10 vibes.",positive
"Hi bhai, Expectations bilkul crush hogayeen! taste flat tha, masala missing. bekar hi bekar.",negative
"Hi bhai, Quality neeche gir gayi! order late aya aur thanda tha. 1/10 bas. Thanks for reading yaar.",negative
"Lahore mein itna acha, family ke sath perfect tha, packaging neat thi. Lahore mein best lagta hai.",positive
"Lahore se likh raha hoon — Love ho gaya, service fast thi, delivery time bhi reasonable tha. value for money hai bilkul. Bas itna hi.",positive
"Quality neeche gir gayi. packaging leak hogayi thi, billing mein extra charges add kiye, taste flat tha, masala missing. dobara kabhi nahi.",negative
Quick review: Neutral hi bolunga. location convenient thi. expectation medium rakho.,neutral
Itna pyara! food fresh aur tasty tha. dil se thank you team.,positive
"Mast experience tha. portion size bhi theek tha, packaging neat thi, delivery time bhi reasonable tha. friends ko recommend karunga. Allah Hafiz.",positive
"Lahore se likh raha hoon — Okay okay type tha! taste expected jaisa hi tha, price thora high lag raha tha, service kabhi fast kabhi slow. 3.5/5 type feel. Allah Hafiz.",neutral
"Lahore se likh raha hoon — Standard expectation ke around tha, taste expected jaisa hi tha, service kabhi fast kabhi slow. try kar sakte ho agar nearby ho.",neutral
"Full paisa vasool. portion size bhi theek tha, food fresh aur tasty tha, portion size bhi theek tha. Lahore mein best lagta hai.",positive
"Time waste pura, packaging leak hogayi thi, wait time bohot zyada tha. sorry but sach hai.",negative
"Assalamualaikum, Bhai disappointment hi disappointment! hygiene questionable thi. sorry but sach hai.",negative
"Quick review: Love ho gaya, portion size bhi theek tha, music aur lighting balanced thi. dobara zaroor aaunga.",positive
"Hi bhai, Bhai dil se bolun. music aur lighting balanced thi, music aur lighting balanced thi, food fresh aur tasty tha. friends ko recommend karunga. Hope helpful ho.",positive
"Hi bhai, Dekh lo agar pasand ho to! location convenient thi, taste expected jaisa hi tha, portion size normal tha. expectation medium rakho.",neutral
"Quality neeche gir gayi. packaging leak hogayi thi, hygiene questionable thi, ambience dull aur congested thi. paise barbad mat karna. Thanks for reading yaar.",negative
"So basically Seriously impressed. staff bohot cooperative tha, food fresh aur tasty tha, portion size bhi theek tha. dobara zaroor aaunga. Thanks for reading yaar.",positive
"Quick review: Dil khush ho gaya, packaging neat thi, hygiene top notch thi. value for money hai bilkul.",positive
"Hype se zyada kuch nahi tha. noise level unbearable tha, staff argue karne lag gaye, hygiene questionable thi. Lahore mein aur options dekh lo.",negative
"Seriously impressed. music aur lighting balanced thi, ambience on point thi, food fresh aur tasty tha. full 10/10 vibes.",positive
"Assalamualaikum, Itna ganda kabhi nahi dekha. billing mein extra charges add kiye, hygiene questionable thi, wait time bohot zyada tha. bekar hi bekar.",negative
"Assalamualaikum, Kuch khaas nahi, kuch bura bhi nahi, parking thori mushkil thi, parking thori mushkil thi. maybe dobara sochunga. Hope helpful ho.",neutral
"Bhai dil se bolun. ambience on point thi, staff bohot cooperative tha, food fresh aur tasty tha. dil se thank you team.",positive
"Paisa zaya hogaya. noise level unbearable tha, billing mein extra charges add kiye, order late aya aur thanda tha. 1/10 bas. Bas itna hi.",negative
"Assalamualaikum, Seriously impressed! delivery time bhi reasonable tha. maza aa gaya sach mein. That's my honest take.",positive
Lahore mein itna acha! packaging neat thi. next weekend phir plan banega. That's my honest take.,positive
"Quick review: Expectations bilkul crush hogayeen. staff argue karne lag gaye, ambience dull aur congested thi, hygiene questionable thi. sorry but sach hai.",negative
"Assalamualaikum, Theek tha overall, parking thori mushkil thi, location convenient thi. try kar sakte ho agar nearby ho.",neutral
"So basically Zabardast vibe, portion size bhi theek tha, delivery time bhi reasonable tha. full 10/10 vibes.",positive
"Seriously impressed. packaging neat thi, packaging neat thi, music aur lighting balanced thi. full 10/10 vibes.",positive
"Hi bhai, Bekar experience raha! billing mein extra charges add kiye. Lahore mein aur options dekh lo. Bas itna hi.",negative
"Quality neeche gir gayi. ambience dull aur congested thi, portion chota tha price ke hisaab se, packaging leak hogayi thi. recommend nahi karunga kisi ko.",negative
"Assalamualaikum, Mast experience tha. service fast thi, delivery time bhi reasonable tha, family ke sath perfect tha. full 10/10 vibes.",positive
"Theek tha overall! noise level manageable tha, food average tha, edible tha, food average tha, edible tha. expectation medium rakho.",neutral
"Standard expectation ke around tha, menu variety theek thi, menu variety theek thi. 3.5/5 type feel.",neutral
"Quick review: Seriously impressed, packaging neat thi, music aur lighting balanced thi. next weekend phir plan banega.",positive
"Kuch khaas nahi, kuch bura bhi nahi, menu variety theek thi, taste expected jaisa hi tha. neither wow nor uff.",neutral
"Lahore se likh raha hoon — Yaar honestly. staff bohot cooperative tha, packaging neat thi, music aur lighting balanced thi. full 10/10 vibes. Thanks for reading yaar.",positive
"Paisa zaya hogaya, portion chota tha price ke hisaab se, billing mein extra charges add kiye. paise barbad mat karna.",negative
"Hi bhai, Paisa zaya hogaya. billing mein extra charges add kiye, portion chota tha price ke hisaab se, taste flat tha, masala missing. Lahore mein aur options dekh lo.",negative
"Mast experience tha. delivery time bhi reasonable tha, packaging neat thi, ambience on point thi. full 10/10 vibes.",positive
So basically Theek tha overall. price thora high lag raha tha. maybe dobara sochunga. Bas itna hi.,neutral
"Assalamualaikum, Zabardast vibe, ambience on point thi, portion size bhi theek tha. dobara zaroor aaunga. Hope helpful ho.",positive
"Lahore se likh raha hoon — Staff rude tha bilkul. ambience dull aur congested thi, billing mein extra charges add kiye, staff argue karne lag gaye. bekar hi bekar. Allah Hafiz.",negative
Bhai disappointment hi disappointment! billing mein extra charges add kiye. Lahore mein aur options dekh lo.,negative
"Theek tha overall! service kabhi fast kabhi slow, portion size normal tha, portion size normal tha. neither wow nor uff.",neutral
"Bhai dil se bolun. family ke sath perfect tha, staff bohot cooperative tha, portion size bhi theek tha. friends ko recommend karunga.",positive
"Bekar experience raha. portion chota tha price ke hisaab se, staff argue karne lag gaye, wait time bohot zyada tha. bekar hi bekar.",negative
"Neutral hi bolunga, location convenient thi, price thora high lag raha tha. expectation medium rakho.",neutral
"Lahore se likh raha hoon — Quality neeche gir gayi, packaging leak hogayi thi, order late aya aur thanda tha. sorry but sach hai.",negative
"Love ho gaya. delivery time bhi reasonable tha, portion size bhi theek tha, ambience on point thi. next weekend phir plan banega.",positive
"Standard expectation ke around tha! price thora high lag raha tha, ambience simple thi, price thora high lag raha tha. expectation medium rakho.",neutral
"Itna pyara. packaging neat thi, delivery time bhi reasonable tha, portion size bhi theek tha. maza aa gaya sach mein.",positive
"Bhai dil se bolun. family ke sath perfect tha, food fresh aur tasty tha, service fast thi. value for money hai bilkul.",positive
"Lahore se likh raha hoon — Paisa zaya hogaya. order late aya aur thanda tha, billing mein extra charges add kiye, order late aya aur thanda tha. Lahore mein aur options dekh lo.",negative
"Dekh lo agar pasand ho to! price thora high lag raha tha, food average tha, edible tha, menu variety theek thi. maybe dobara sochunga. That's my honest take.",neutral
"Quick review: Bekar experience raha. noise level unbearable tha, staff argue karne lag gaye, hygiene questionable thi. recommend nahi karunga kisi ko. Thanks for reading yaar.",negative
"Dekh lo agar pasand ho to! noise level manageable tha, price thora high lag raha tha, location convenient thi. bas chal jata hai.",neutral
"Hype se zyada kuch nahi tha. packaging leak hogayi thi, billing mein extra charges add kiye, billing mein extra charges add kiye. recommend nahi karunga kisi ko. Bas itna hi.",negative
"Expectations bilkul crush hogayeen, order late aya aur thanda tha, packaging leak hogayi thi. 1/10 bas.",negative
"Hi bhai, Itna ganda kabhi nahi dekha! packaging leak hogayi thi. bekar hi bekar.",negative
"Time waste pura, packaging leak hogayi thi, ambience dull aur congested thi. 1/10 bas.",negative
"Paisa zaya hogaya. ambience dull aur congested thi, wait time bohot zyada tha, hygiene questionable thi. Lahore mein aur options dekh lo.",negative
"Mast experience tha, delivery time bhi reasonable tha, family ke sath perfect tha. full 10/10 vibes. Bas itna hi.",positive
"Expectations bilkul crush hogayeen. noise level unbearable tha, portion chota tha price ke hisaab se, order late aya aur thanda tha. paise barbad mat karna. Hope helpful ho.",negative
"Quick review: Kuch khaas nahi, kuch bura bhi nahi! menu variety theek thi, parking thori mushkil thi, noise level manageable tha. maybe dobara sochunga. That's my honest take.",neutral
"Hype se zyada kuch nahi tha, hygiene questionable thi, noise level unbearable tha. Lahore mein aur options dekh lo.",negative
"Hype se zyada kuch nahi tha. billing mein extra charges add kiye, staff argue karne lag gaye, noise level unbearable tha. bekar hi bekar. Allah Hafiz.",negative
"Staff rude tha bilkul. noise level unbearable tha, noise level unbearable tha, packaging leak hogayi thi. sorry but sach hai.",negative
"Bhai disappointment hi disappointment. order late aya aur thanda tha, portion chota tha price ke hisaab se, staff argue karne lag gaye. bekar hi bekar.",negative
Bekar experience raha! portion chota tha price ke hisaab se. bekar hi bekar.,negative
"Kuch khaas nahi, kuch bura bhi nahi! menu variety theek thi, noise level manageable tha, parking thori mushkil thi. expectation medium rakho. That's my honest take.",neutral
"Bekar experience raha. staff argue karne lag gaye, taste flat tha, masala missing, hygiene questionable thi. bekar hi bekar. Bas itna hi.",negative
"Bhai dil se bolun. family ke sath perfect tha, hygiene top notch thi, music aur lighting balanced thi. full 10/10 vibes.",positive
"Lahore se likh raha hoon — Okay okay type tha! taste expected jaisa hi tha, portion size normal tha, price thora high lag raha tha. maybe dobara sochunga. Bas itna hi.",neutral
Full paisa vasool! delivery time bhi reasonable tha. next weekend phir plan banega. Allah Hafiz.,positive
Bekar experience raha! wait time bohot zyada tha. 1/10 bas.,negative
"Dil khush ho gaya. family ke sath perfect tha, hygiene top notch thi, food fresh aur tasty tha. dil se thank you team.",positive
"Lahore se likh raha hoon — Dekh lo agar pasand ho to, location convenient thi, ambience simple thi. neither wow nor uff.",neutral
"Zabardast vibe. portion size bhi theek tha, service fast thi, portion size bhi theek tha. maza aa gaya sach mein. Bas itna hi.",positive
Love ho gaya! family ke sath perfect tha. maza aa gaya sach mein. Allah Hafiz.,positive
"Full paisa vasool. portion size bhi theek tha, packaging neat thi, portion size bhi theek tha. dobara zaroor aaunga. Thanks for reading yaar.",positive
"Hype se zyada kuch nahi tha. hygiene questionable thi, portion chota tha price ke hisaab se, ambience dull aur congested thi. dobara kabhi nahi. Bas itna hi.",negative
"Kuch khaas nahi, kuch bura bhi nahi! portion size normal tha, parking thori mushkil thi, menu variety theek thi. maybe dobara sochunga. Bas itna hi.",neutral
Quick review: Paisa zaya hogaya! order late aya aur thanda tha. Lahore mein aur options dekh lo. Thanks for reading yaar.,negative
"Normal restaurant vibes! menu variety theek thi, taste expected jaisa hi tha, price thora high lag raha tha. try kar sakte ho agar nearby ho. Thanks for reading yaar.",neutral
"Assalamualaikum, Mixed feelings hain! service kabhi fast kabhi slow, price thora high lag raha tha, price thora high lag raha tha. try kar sakte ho agar nearby ho.",neutral
"Zabardast vibe. food fresh aur tasty tha, music aur lighting balanced thi, portion size bhi theek tha. value for money hai bilkul.",positive
"Lahore se likh raha hoon — Expectations bilkul crush hogayeen. order late aya aur thanda tha, portion chota tha price ke hisaab se, portion chota tha price ke hisaab se. recommend nahi karunga kisi ko.",negative
"Quality neeche gir gayi. noise level unbearable tha, packaging leak hogayi thi, wait time bohot zyada tha. Lahore mein aur options dekh lo. Allah Hafiz.",negative
Theek tha overall. noise level manageable tha. maybe dobara sochunga. Allah Hafiz.,neutral
"Itna acha bura dono nahi! noise level manageable tha, portion size normal tha, portion size normal tha. neither wow nor uff.",neutral
"Mast experience tha. staff bohot cooperative tha, hygiene top notch thi, delivery time bhi reasonable tha. Lahore mein best lagta hai. That's my honest take.",positive
"Time waste pura. order late aya aur thanda tha, order late aya aur thanda tha, hygiene questionable thi. Lahore mein aur options dekh lo.",negative
Quality neeche gir gayi! packaging leak hogayi thi. dobara kabhi nahi. Thanks for reading yaar.,negative
"Hi bhai, Seriously pathetic! staff argue karne lag gaye. 1/10 bas.",negative
"Zabardast vibe. staff bohot cooperative tha, service fast thi, portion size bhi theek tha. full 10/10 vibes.",positive
"Itna pyara, music aur lighting balanced thi, ambience on point thi. next weekend phir plan banega. Allah Hafiz.",positive
"Dekh lo agar pasand ho to, portion size normal tha, service kabhi fast kabhi slow. 3.5/5 type feel. Allah Hafiz.",neutral
"Kuch khaas nahi, kuch bura bhi nahi! location convenient thi, ambience simple thi, noise level manageable tha. maybe dobara sochunga. Thanks for reading yaar.",neutral
Quality neeche gir gayi! hygiene questionable thi. Lahore mein aur options dekh lo. Thanks for reading yaar.,negative
"Quick review: Neutral hi bolunga! price thora high lag raha tha, food average tha, edible tha, parking thori mushkil thi. expectation medium rakho.",neutral
"Yaar honestly. ambience on point thi, portion size bhi theek tha, staff bohot cooperative tha. full 10/10 vibes.",positive
Itna acha bura dono nahi. price thora high lag raha tha. expectation medium rakho.,neutral
"Standard expectation ke around tha! food average tha, edible tha, food average tha, edible tha, price thora high lag raha tha. bas chal jata hai.",neutral
"Theek tha overall, taste expected jaisa hi tha, food average tha, edible tha. expectation medium rakho.",neutral
Dekh lo agar pasand ho to. service kabhi fast kabhi slow. expectation medium rakho.,neutral
"Hi bhai, Standard expectation ke around tha, noise level manageable tha, noise level manageable tha. maybe dobara sochunga.",neutral
Theek tha overall. portion size normal tha. expectation medium rakho.,neutral
"Mast experience tha. ambience on point thi, delivery time bhi reasonable tha, music aur lighting balanced thi. full 10/10 vibes.",positive
"Mast experience tha. packaging neat thi, family ke sath perfect tha, food fresh aur tasty tha. next weekend phir plan banega.",positive
Hype se zyada kuch nahi tha! hygiene questionable thi. 1/10 bas. Hope helpful ho.,negative
"Hi bhai, Love ho gaya! packaging neat thi. value for money hai bilkul. Bas itna hi.",positive
So basically Time waste pura! billing mein extra charges add kiye. bekar hi bekar.,negative
"Average sa experience tha, taste expected jaisa hi tha, parking thori mushkil thi. try kar sakte ho agar nearby ho.",neutral
"Bhai disappointment hi disappointment, packaging leak hogayi thi, order late aya aur thanda tha. sorry but sach hai.",negative
"Quick review: Dekh lo agar pasand ho to! food average tha, edible tha, food average tha, edible tha, ambience simple thi. bas chal jata hai.",neutral
"Dekh lo agar pasand ho to, noise level manageable tha, location convenient thi. try kar sakte ho agar nearby ho. That's my honest take.",neutral
"Normal restaurant vibes. food average tha, edible tha. neither wow nor uff.",neutral
"Hi bhai, Hype se zyada kuch nahi tha! portion chota tha price ke hisaab se. bekar hi bekar.",negative
"Quality neeche gir gayi, billing mein extra charges add kiye, wait time bohot zyada tha. sorry but sach hai. Bas itna hi.",negative
"Theek tha overall, noise level manageable tha, parking thori mushkil thi. expectation medium rakho.",neutral
"Okay okay type tha. food average tha, edible tha. neither wow nor uff. That's my honest take.",neutral
Itna pyara! delivery time bhi reasonable tha. maza aa gaya sach mein.,positive
"Lahore se likh raha hoon — Hype se zyada kuch nahi tha. packaging leak hogayi thi, portion chota tha price ke hisaab se, billing mein extra charges add kiye. bekar hi bekar. Allah Hafiz.",negative
"Staff rude tha bilkul, hygiene questionable thi, packaging leak hogayi thi. dobara kabhi nahi.",negative
"Itna pyara, food fresh aur tasty tha, delivery time bhi reasonable tha. next weekend phir plan banega.",positive
"Mixed feelings hain. food average tha, edible tha. 3.5/5 type feel.",neutral
"Staff rude tha bilkul, taste flat tha, masala missing, noise level unbearable tha. dobara kabhi nahi.",negative
"Lahore se likh raha hoon — Full paisa vasool. staff bohot cooperative tha, portion size bhi theek tha, music aur lighting balanced thi. maza aa gaya sach mein.",positive
"Hype se zyada kuch nahi tha, staff argue karne lag gaye, hygiene questionable thi. paise barbad mat karna. Allah Hafiz.",negative
"Lahore mein itna acha. packaging neat thi, hygiene top notch thi, service fast thi. dil se thank you team.",positive
"Hype se zyada kuch nahi tha. staff argue karne lag gaye, packaging leak hogayi thi, taste flat tha, masala missing. recommend nahi karunga kisi ko.",negative
Normal restaurant vibes. noise level manageable tha. expectation medium rakho. Hope helpful ho.,neutral
"Hi bhai, Lahore mein itna acha! music aur lighting balanced thi. Lahore mein best lagta hai. Thanks for reading yaar.",positive
"Yaar honestly. family ke sath perfect tha, portion size bhi theek tha, staff bohot cooperative tha. dobara zaroor aaunga.",positive
Paisa zaya hogaya! wait time bohot zyada tha. 1/10 bas.,negative
"Expectations bilkul crush hogayeen, order late aya aur thanda tha, wait time bohot zyada tha. paise barbad mat karna. Allah Hafiz.",negative
Bhai disappointment hi disappointment! staff argue karne lag gaye. sorry but sach hai.,negative
"Bhai dil se bolun. service fast thi, packaging neat thi, music aur lighting balanced thi. friends ko recommend karunga.",positive
"Quality neeche gir gayi, order late aya aur thanda tha, portion chota tha price ke hisaab se. recommend nahi karunga kisi ko.",negative
"Mixed feelings hain, noise level manageable tha, taste expected jaisa hi tha. neither wow nor uff.",neutral
Bhai dil se bolun! music aur lighting balanced thi. full 10/10 vibes.,positive
Mixed feelings hain. location convenient thi. try kar sakte ho agar nearby ho.,neutral
"Love ho gaya. delivery time bhi reasonable tha, family ke sath perfect tha, music aur lighting balanced thi. Lahore mein best lagta hai.",positive
"Itna ganda kabhi nahi dekha. billing mein extra charges add kiye, staff argue karne lag gaye, packaging leak hogayi thi. bekar hi bekar.",negative
"Quality neeche gir gayi. wait time bohot zyada tha, packaging leak hogayi thi, ambience dull aur congested thi. 1/10 bas.",negative
"So basically Neutral hi bolunga, parking thori mushkil thi, parking thori mushkil thi. maybe dobara sochunga.",neutral
"Neutral hi bolunga! price thora high lag raha tha, price thora high lag raha tha, menu variety theek thi. try kar sakte ho agar nearby ho.",neutral
"Dekh lo agar pasand ho to, ambience simple thi, food average tha, edible tha. neither wow nor uff.",neutral
"Lahore se likh raha hoon — Okay okay type tha! ambience simple thi, parking thori mushkil thi, portion size normal tha. try kar sakte ho agar nearby ho.",neutral
"Quick review: Mast experience tha. portion size bhi theek tha, staff bohot cooperative tha, portion size bhi theek tha. friends ko recommend karunga.",positive
"Bhai dil se bolun. packaging neat thi, food fresh aur tasty tha, staff bohot cooperative tha. dil se thank you team. Hope helpful ho.",positive
Seriously pathetic! billing mein extra charges add kiye. paise barbad mat karna.,negative
"Hi bhai, Bhai disappointment hi disappointment. hygiene questionable thi, ambience dull aur congested thi, hygiene questionable thi. dobara kabhi nahi. Thanks for reading yaar.",negative
"Average sa experience tha, ambience simple thi, parking thori mushkil thi. bas chal jata hai.",neutral
"Assalamualaikum, Average sa experience tha! noise level manageable tha, menu variety theek thi, parking thori mushkil thi. neither wow nor uff.",neutral
"Hi bhai, Lahore mein itna acha, service fast thi, service fast thi. maza aa gaya sach mein. Thanks for reading yaar.",positive
"So basically Zabardast vibe. delivery time bhi reasonable tha, music aur lighting balanced thi, food fresh aur tasty tha. dil se thank you team. Allah Hafiz.",positive
"Assalamualaikum, Love ho gaya! delivery time bhi reasonable tha. Lahore mein best lagta hai.",positive
"Itna ganda kabhi nahi dekha, packaging leak hogayi thi, taste flat tha, masala missing. dobara kabhi nahi.",negative
"Theek tha overall, price thora high lag raha tha, parking thori mushkil thi. neither wow nor uff.",neutral
"Paisa zaya hogaya, wait time bohot zyada tha, order late aya aur thanda tha. paise barbad mat karna. Thanks for reading yaar.",negative
"So basically Bekar experience raha, billing mein extra charges add kiye, packaging leak hogayi thi. dobara kabhi nahi.",negative
"Lahore mein itna acha. music aur lighting balanced thi, portion size bhi theek tha, food fresh aur tasty tha. value for money hai bilkul. Hope helpful ho.",positive
"Paisa zaya hogaya. staff argue karne lag gaye, taste flat tha, masala missing, portion chota tha price ke hisaab se. Lahore mein aur options dekh lo.",negative
"So basically Bekar experience raha. billing mein extra charges add kiye, hygiene questionable thi, hygiene questionable thi. bekar hi bekar. Allah Hafiz.",negative
"Seriously impressed. packaging neat thi, packaging neat thi, staff bohot cooperative tha. friends ko recommend karunga. Thanks for reading yaar.",positive
"So basically Bhai dil se bolun, delivery time bhi reasonable tha, ambience on point thi. next weekend phir plan banega.",positive
"Love ho gaya. hygiene top notch thi, portion size bhi theek tha, music aur lighting balanced thi. maza aa gaya sach mein.",positive
"Expectations bilkul crush hogayeen. ambience dull aur congested thi, ambience dull aur congested thi, order late aya aur thanda tha. dobara kabhi nahi.",negative
"Average sa experience tha, portion size normal tha, portion size normal tha. neither wow nor uff. Bas itna hi.",neutral
Bhai dil se bolun! portion size bhi theek tha. Lahore mein best lagta hai. Thanks for reading yaar.,positive
"Okay okay type tha, parking thori mushkil thi, menu variety theek thi. expectation medium rakho.",neutral
"Kuch khaas nahi, kuch bura bhi nahi! ambience simple thi, menu variety theek thi, location convenient thi. 3.5/5 type feel. Thanks for reading yaar.",neutral
"Hi bhai, Normal restaurant vibes, menu variety theek thi, portion size normal tha. bas chal jata hai.",neutral
"Neutral hi bolunga! location convenient thi, price thora high lag raha tha, portion size normal tha. 3.5/5 type feel. That's my honest take.",neutral
"Expectations bilkul crush hogayeen. ambience dull aur congested thi, order late aya aur thanda tha, wait time bohot zyada tha. bekar hi bekar.",negative
"Lahore se likh raha hoon — Quality neeche gir gayi. packaging leak hogayi thi, taste flat tha, masala missing, staff argue karne lag gaye. dobara kabhi nahi.",negative
Hype se zyada kuch nahi tha! portion chota tha price ke hisaab se. sorry but sach hai.,negative
"Hi bhai, Yaar honestly, music aur lighting balanced thi, packaging neat thi. friends ko recommend karunga.",positive
"So basically Itna pyara. delivery time bhi reasonable tha, hygiene top notch thi, hygiene top notch thi. maza aa gaya sach mein. Thanks for reading yaar.",positive
"Bhai dil se bolun, staff bohot cooperative tha, portion size bhi theek tha. maza aa gaya sach mein. Thanks for reading yaar.",positive
"So basically Mixed feelings hain! portion size normal tha, food average tha, edible tha, food average tha, edible tha. bas chal jata hai.",neutral
Zabardast vibe! music aur lighting balanced thi. Lahore mein best lagta hai.,positive
"Neutral hi bolunga, menu variety theek thi, portion size normal tha. try kar sakte ho agar nearby ho.",neutral
"Staff rude tha bilkul. billing mein extra charges add kiye, portion chota tha price ke hisaab se, packaging leak hogayi thi. bekar hi bekar.",negative
"Lahore se likh raha hoon — Expectations bilkul crush hogayeen, order late aya aur thanda tha, noise level unbearable tha. 1/10 bas.",negative
"Hi bhai, Okay okay type tha. ambience simple thi. try kar sakte ho agar nearby ho.",neutral
Average sa experience tha. noise level manageable tha. 3.5/5 type feel. Hope helpful ho.,neutral
"Dekh lo agar pasand ho to, location convenient thi, location convenient thi. try kar sakte ho agar nearby ho.",neutral
Staff rude tha bilkul! noise level unbearable tha. paise barbad mat karna.,negative
"Quick review: Neutral hi bolunga! location convenient thi, service kabhi fast kabhi slow, location convenient thi. bas chal jata hai. Hope helpful ho.",neutral
Itna ganda kabhi nahi dekha! hygiene questionable thi. paise barbad mat karna.,negative
"Kuch khaas nahi, kuch bura bhi nahi. portion size normal tha. try kar sakte ho agar nearby ho.",neutral
So basically Expectations bilkul crush hogayeen! billing mein extra charges add kiye. dobara kabhi nahi.,negative
"Assalamualaikum, Kuch khaas nahi, kuch bura bhi nahi! food average tha, edible tha, parking thori mushkil thi, service kabhi fast kabhi slow. try kar sakte ho agar nearby ho.",neutral
"Quality neeche gir gayi. noise level unbearable tha, packaging leak hogayi thi, ambience dull aur congested thi. recommend nahi karunga kisi ko.",negative
"Hi bhai, Bekar experience raha! packaging leak hogayi thi. bekar hi bekar. Hope helpful ho.",negative
"Assalamualaikum, Kuch khaas nahi, kuch bura bhi nahi! noise level manageable tha, taste expected jaisa hi tha, portion size normal tha. neither wow nor uff.",neutral
"Seriously impressed, portion size bhi theek tha, music aur lighting balanced thi. dil se thank you team. That's my honest take.",positive
"So basically Bhai disappointment hi disappointment, ambience dull aur congested thi, billing mein extra charges add kiye. recommend nahi karunga kisi ko.",negative
"Seriously pathetic. taste flat tha, masala missing, ambience dull aur congested thi, taste flat tha, masala missing. paise barbad mat karna.",negative
"So basically Bekar experience raha. billing mein extra charges add kiye, wait time bohot zyada tha, staff argue karne lag gaye. dobara kabhi nahi. Thanks for reading yaar.",negative
"Theek tha overall, parking thori mushkil thi, parking thori mushkil thi. try kar sakte ho agar nearby ho.",neutral
Zabardast vibe! food fresh aur tasty tha. friends ko recommend karunga. Bas itna hi.,positive
"Kuch khaas nahi, kuch bura bhi nahi! location convenient thi, price thora high lag raha tha, food average tha, edible tha. 3.5/5 type feel. That's my honest take.",neutral
"Assalamualaikum, Bhai disappointment hi disappointment. portion chota tha price ke hisaab se, order late aya aur thanda tha, packaging leak hogayi thi. dobara kabhi nahi. Thanks for reading yaar.",negative
